Serial,Watch_wk,Watch_we,Comp_wk,Comp_we,Comph_wk,Comph_we,Smart_wk,Smart_we
1010101,0,0,3,3,1,1,0.5,0.5
1010102,4,5,3,7,0,0,7,7
1010103,2,2,1,1,1,0.5,1,1
1010104,2,4,2,2,0.5,0,0.5,0.5
1010105,3,5,0.5,1,1,1,3,5
1010106,1,2,3,4,0.5,0.5,0.5,1
1010107,4,4,0.5,1,1,2,4,5
1010108,2,3,1,2,0.5,0.5,1,2
1010109,0.5,0,0.5,2,2,3,0.5,0.5
1010110,1,4,0,0.5,0.5,0.5,0.5,0.5
1010111,1,1,5,6,0.5,2,0.5,1
1010112,1,2,1,2,1,2,0.5,0.5
1010113,0.5,0.5,0.5,0.5,2,2,1,2
1010114,2,5,4,4,7,7,6,7
1010115,5,6,3,4,3,2,7,6
1010116,1,0.5,2,5,0,0,0.5,1
1010117,1,2,2,6,0,0,4,6
1010118,2,2,3,4,2,3,2,1
1010120,3,3,2,3,2,2,2,3
1010121,2,3,2,2,3,3,1,2
1010122,2,4,0.5,1,1,2,0.5,0.5
1010123,2,1,7,7,7,7,0.5,0.5
1010124,1,3,1,2,1,3,1,2
1010125,6,6,0.5,0.5,1,0.5,3,4
1010126,1,1,4,6,4,7,0.5,1
1010127,2,3,0,0,3,4,0,0
1010128,4,7,5,7,3,5,5,5
1010129,2,4,1,0,0.5,1,0,0
1010130,3,4,1,3,1,2,1,1
1010131,1,2,1,2,3,4,0.5,1
1010132,1,2,3,5,0,0,1,1
1010133,2,2,3,4,1,1,0.5,0.5
1010134,3,3,2,5,4,0.5,7,7
1010135,3,2,1,3,4,5,1,2
1010136,4,6,3,4,2,2,2,3
1010137,3,4,0,0,2,3,3,5
1010138,6,7,3,7,1,1,1,1
1010140,6,6,6,7,4,4,4,3
1010141,4,5,4,5,2,2,1,1
1010142,2,4,1,3,4,1,3,1
1010144,5,6,2,4,1,2,1,2
1010145,1,2,2,2,1,2,2,3
1010147,0,0,0,0,5,6,0,0
1010148,1,3,2,3,0.5,1,2,4
1010149,5,5,1,0.5,2,1,4,7
1010150,0.5,3,1,3,0,0,3,3
1010151,4,6,3,3,6,6,5,5
1010152,3,4,2,4,4,5,2,3
1010153,1,2,0,0.5,2,2,0,0
1010154,5,5,0,0,1,2,3,4
1010155,2,4,0,0.5,0.5,1,1,2
1010156,2,5,2,4,0,0,4,5
1010157,3,6,2,7,1,0.5,4,5
1010158,2,2,4,5,1,1,1,2
1010159,4,6,1,2,3,4,3,4
1010160,5,6,5,7,4,5,3,4
1010161,4,5,2,3,0,0,5,6
1010162,2,1,0.5,1,2,1,1,2
1010163,4,4,2,5,4,6,3,4
1010164,2,3,2,2,0.5,0.5,2,2
1010165,1,2,1,2,1,1,3,5
1010166,0.5,0.5,1,1,2,2,0.5,0.5
1010168,3,5,0,0,1,1,5,5
1010169,4,3,0,0.5,1,1,0.5,0.5
1010170,0.5,1,3,5,0,0.5,3,5
1010171,4,5,4,5,1,2,0,0
1010172,3,5,3,4,4,5,2,2
1010173,3,5,3,5,1,1,2,2
1010174,0.5,3,5,7,5,7,0,0
1010175,4,5,0,1,1,2,3,5
1010176,4,7,2,5,1,1,1,1
1010177,2,2,3,4,0.5,0.5,0.5,0.5
1010178,5,5,1,2,7,7,7,7
1010179,2,1,0,0,0,0.5,3,7
1010180,2,4,2,5,0,0,1,3
1010181,2,3,2,6,0.5,1,1,1
1010182,1,1,7,7,0.5,0.5,0,0
1010184,5,5,3,4,2,4,2,4
1010185,2,1,4,6,0,0,0.5,0.5
1010186,1,0.5,2,0.5,3,3,7,7
1010187,1,3,3,3,0.5,0.5,2,2
1010188,2,2,3,4,3,3,1,0.5
1010189,4,5,0,2,0.5,0.5,3,5
1010190,0.5,1,2,3,2,0.5,7,7
1010191,1,3,0,0,0,2,7,7
1010192,2,4,0,0,0,0,6,6
1010193,7,7,0,0,2,2,7,7
1010194,1,3,0,0,0,0,7,7
1010195,4,4,0,0,2,3,7,7
1010196,5,6,0,0,0,0,7,7
1010197,3,4,0,0,4,0,3,6
1010198,1,2,0,0,0,0,5,5
1010199,5,7,0,1,0,1,7,7
1010200,3,4,0,0,0,0,7,7
1010201,3,5,2,2,0,0,5,7
1010202,5,5,0,0,4,3,4,6
1010203,4,7,0,2,3,6,4,7
1010205,4,6,0,0,1,2,4,5
1010206,2,6,0,0,4,4,7,7
1010207,0.5,0.5,0,0,2,0.5,4,7
1010208,2,5,0.5,1,5,7,0.5,1
1010209,2,3,0.5,0.5,0.5,2,1,2
1010210,2,3,0,0,7,7,7,7
1010211,0.5,1,0,0,1,3,1,2
1010212,2,2,0,0,0.5,0.5,4,5
1010213,5,7,0,0,1,2,7,7
1010214,2,2,0,0,2,3,1,1
1010215,6,7,0.5,6,1,6,1,0.5
1010216,1,4,0,0,3,4,5,7
1010217,3,5,0,0.5,2,4,0,0.5
1010218,2,4,0,0,1,1,3,5
1010219,1,3,0,0.5,0,0,2,4
1010220,2,3,0,0,2,2,1,1
1010221,2,2,0,0,2,3,0.5,1
1010223,3,2,0,2,2,7,4,7
1010224,2,5,0,0,1,1,2,4
1010225,4,6,0,2,3,5,2,3
1010226,3,4,0,2,2,3,3,5
1010227,3,4,0,0.5,1,3,2,3
1010228,3,3,0,0,1,0.5,0.5,0.5
1010229,2,5,3,4,2,2,5,6
1010230,2,4,0,0,4,2,5,4
1010231,2,3,0,0,1,2,0,0.5
1010232,4,3,2,0.5,2,1,3,4
1010233,7,5,1,1,3,6,6,7
1010234,1,2,0,0,2,1,3,3
1010235,1,0,0,0,2,3,3,2
1010236,1,3,0,0,0.5,0.5,2,4
1010237,2,4,0,0.5,0.5,1,2,4
1010239,1,2,0,0,0,0.5,2,3
1010240,1,2,0,0,0.5,1,4,6
1010241,4,6,0,0,1,1,4,5
1010242,6,7,6,7,7,7,4,7
1010243,2,4,0,0,1,1,5,6
1010244,3,2,0,0,1,0,5,6
1010245,6,7,0,0,1,3,6,7
1010246,4,4,0,0.5,1,2,0,0
1010247,3,5,0,0.5,1,3,0.5,0
1010248,0.5,5,0,0,3,4,2,4
1010249,1,3,0,2,7,7,5,7
1010250,2,7,0,0,1,0,2,3
1010251,2,5,0,0,3,4,2,3
1010252,1,1,0.5,0,3,1,0.5,1
1010253,3,6,1,1,2,3,1,1
1010254,2,2,0,0,3,4,3,4
1010255,2,4,0.5,1,1,2,3,4
1010256,0.5,3,1,3,3,4,3,4
1010257,0.5,1,0,0.5,0.5,1,4,6
1010258,3,3,0,0,1,1,4,4
1010259,1,3,0,0,1,1,2,3
1010260,3,2,4,3,2,0.5,2,3
1010261,4,4,1,2,2,2,0.5,0.5
1010262,3,7,0,0,7,7,7,7
1010263,2,3,0,0.5,6,7,0.5,0.5
1010264,4,2,0,0,5,6,6,7
1010265,4,4,0,0,0.5,0,4,4
1010266,2,3,0,0,1,2,4,5
1010267,7,7,0,0,0,1,7,7
1010268,2,4,0,0.5,3,2,3,6
1010269,3,5,0,0,1,2,6,7
1010270,0,1,0,0,0,0,5,6
1010271,4,3,0,0,4,3,2,2
1010272,2,3,0,0.5,1,2,1,0.5
1010273,1,3,0,0,0,0.5,2,2
1010274,5,7,0,0,4,6,3,4
1010275,2,4,0,0,0.5,0.5,4,4
1010276,2,3,1,0.5,2,1,2,4
1010277,2,2,0,1,3,5,1,2
1010278,3,5,0,0,3,5,3,5
1010279,1,2,0,0,0,0,6,7
1010280,0,1,0,0,0,0,4,5
1010281,0,2,0,0,4,5,7,7
1010282,2,4,0.5,2,0.5,1,4,5
1010283,1,2,0,0.5,0,1,3,4
1010284,2,5,0,1,0,0,7,7
1010286,2,3,0,0.5,0.5,1,3,4
1010287,5,6,0,0.5,0,1,7,7
1010288,4,4,0,0,1,2,6,6
1010289,2,3,0,0,4,4,0.5,2
1010290,2,4,0,0,1,1,1,1
1010291,2,1,0,0,0.5,0.5,2,3
1010292,4,7,0,0,7,7,6,7
1010293,6,7,0,0,0,0,3,3
1010294,4,2,0,0,1,1,7,7
1010295,7,7,5,6,4,4,7,7
1010296,1,2,0,0,2,1,2,4
1010297,2,6,0,2,3,4,3,7
1010298,6,7,0,0,4,1,7,7
1010299,4,6,0,0,0,0,4,7
1010300,2,4,0,0,1,2,1,1
1010302,3,5,5,7,2,2,7,7
1010303,3,4,0,0,3,3,5,6
1010304,1,1,0,0,0,0.5,0.5,1
1010305,4,5,0,3,2,3,1,3
1010306,5,5,0,0,0.5,0.5,4,6
1010307,1,1,0,0.5,3,3,3,3
1010308,2,4,0,0,2,2,2,3
1010309,2,3,0,0,2,3,2,2
1010310,4,2,0,0,1,1,4,4
1010311,2,1,3,5,7,4,5,5
1010312,3,5,0,0,2,2,3,3
1010313,2,3,0,0,2,1,4,5
1010314,1,2,0,0,0.5,1,0,0.5
1010315,1,3,0,0,3,3,2,4
1010316,2,1,2,3,0.5,1,7,7
1010317,1,0,0,0,0,0,7,7
1010318,3,4,0,0,4,5,2,2
1010319,0.5,2,0,0,0,0,6,7
1010320,1,4,0,0,0.5,2,3,5
1010321,2,4,0,0,2,4,0,0
1010322,4,5,0,0,1,1,2,3
1010323,3,4,2,3,2,1,1,2
1010324,4,5,0,0,2,2,4,4
1010325,0.5,1,0,0,1,1,5,7
1010326,2,3,0,0,4,5,0.5,0.5
1010327,3,4,1,3,0,0,4,5
1010328,6,7,4,6,2,3,7,7
1010329,4,7,0,0,4,7,2,2
1010330,2,3,0,0,0,0,4,3
1010331,3,5,1,5,1,0.5,0,0
1010332,1,2,1,2,1,0,0.5,0.5
1010333,1,3,1,2,2,3,2,3
1010334,2,4,0,3,1,0,0.5,0.5
1010336,3,3,1,1,2,2,0,0
1010338,5,7,2,5,5,7,3,4
1010339,2,3,1,3,0.5,0.5,0,0
1010340,3,4,1,2,6,7,6,7
1010341,0.5,0.5,1,2,0.5,1,0.5,0.5
1010342,3,4,2,5,0.5,0.5,0,0.5
1010343,3,3,0.5,0.5,2,2,1,1
1010344,1,3,0.5,3,3,4,2,4
1010345,3,4,1,3,2,3,0.5,0.5
1010346,0,0.5,0,0,0,0.5,2,3
1010347,5,5,0,0,3,3,0,0
1010348,3,4,1,2,1,2,2,3
1010349,6,7,2,5,1,1,0.5,0.5
1010350,7,7,5,7,0.5,1,0,0
1010351,4,4,2,3,0,0,0.5,1
1010353,1,3,6,7,3,3,0,0
1010354,2,4,3,5,4,5,4,4
1010355,7,7,7,7,2,4,2,2
1010357,2,2,1,2,1,1,1,1
1010358,3,3,0.5,1,2,2,0.5,1
1010359,2,5,5,7,0.5,0.5,0,0
1010360,3,4,0.5,1,0.5,0.5,0.5,1
1010361,1,2,5,7,5,7,0,0
1010362,3,4,1,3,1,1,0,0.5
1010363,3,4,2,6,3,4,6,7
1010364,2,3,1,3,3,4,5,6
1010365,2,2,0.5,0.5,1,2,0.5,1
1010366,1,2,0.5,0.5,1,3,4,6
1010367,2,2,3,7,0.5,1,0.5,1
1010368,5,7,0,4,2,3,2,3
1010369,2,3,0,1,1,0.5,2,2
1010371,2,6,3,3,0.5,0.5,0.5,0.5
1010372,2,2,0,1,2,2,0.5,1
1010373,1,2,0,0,3,4,3,4
1010374,3,4,0,0,1,3,2,3
1010375,2,3,0,0,0,1,1,1
1010376,2,1,3,4,1,2,7,7
1010377,0,2,0.5,1,3,5,0.5,0.5
1010378,4,7,2,0,3,4,0.5,1
1010382,3,4,4,6,0.5,1,0,0
1010383,4,4,4,4,2,2,1,3
1010384,3,6,3,4,0,0.5,0.5,0.5
1010386,2,4,1,2,0.5,0.5,0.5,0.5
1010387,1,2,0.5,1,1,1,0.5,0.5
1010389,3,4,0.5,1,2,3,1,2
1010390,2,4,1,1,0,0,5,5
1010391,2,1,4,2,0,0,2,3
1010392,0.5,0.5,1,4,0.5,0.5,2,4
1010393,5,6,0.5,1,4,5,2,3
1010394,4,6,0,2,2,3,0,0
1010395,4,4,3,3,1,2,1,3
1010396,1,4,5,7,0,0,2,4
1010398,4,3,0,0,7,0.5,7,6
1010399,1,1,5,6,2,0.5,2,2
1010400,2,3,0.5,0.5,0.5,0.5,0,0
1010401,5,5,2,0.5,5,5,5,5
1010402,3,5,1,2,2,3,2,4
1010404,1,2,0.5,1,4,6,0.5,0.5
1010405,3,4,0,1,0.5,1,0.5,0.5
1010406,1,5,2,3,0.5,2,0.5,1
1010407,1,1,0,0,1,1,1,1
1010408,3,4,0,0,1,3,3,4
1010409,2,2,0,0,1,1,0,0
1010410,2,2,1,4,2,2,2,2
1010411,4,3,0.5,3,2,4,7,7
1010412,2,3,1,1,1,0,0.5,0.5
1010413,0.5,2,0.5,1,2,2,1,2
1010414,3,3,0,3,0,0,3,4
1010417,4,6,3,5,2,3,3,5
1010418,1,2,2,3,1,0.5,0.5,0.5
1010419,2,3,1,2,2,1,2,3
1010420,4,6,2,7,3,6,0,0
1010421,1,2,0,0,1,1,3,5
1010422,1,1,2,3,0.5,0.5,5,5
1010423,1,5,1,3,0.5,2,0.5,2
1010424,3,4,0,0,0,0,1,2
1010425,1,2,1,2,0,0.5,0.5,0.5
1010426,2,4,0,0,0.5,0.5,3,1
1010427,0.5,1,2,1,3,3,1,1
1010429,2,4,0.5,2,0.5,1,0.5,2
1010430,1,2,0,0,3,3,3,3
1010431,2,3,2,4,0.5,1,2,4
1010432,2,4,1,3,2,2,0.5,0.5
1010433,1,7,6,7,5,6,0.5,1
1010434,2,2,1,1,1,1,0.5,0.5
1010435,3,4,2,3,4,5,1,1
1010436,2,4,2,5,0.5,1,0.5,0.5
1010437,3,4,0.5,2,1,2,1,1
1010438,6,7,1,1,7,6,0,0
1010439,0.5,2,1,4,3,3,3,7
1010440,2,4,2,4,1,4,1,3
1010441,1,5,2,4,5,6,7,7
1010442,2,3,1,1,3,3,2,1
1010443,2,2,0,0,0.5,1,0.5,1
1010444,3,1,2,1,1,0,7,7
1010445,3,4,0.5,1,1,2,0,0
1010446,2,3,3,5,1,2,2,2
1010447,0.5,1,0.5,1,0,0,0.5,0.5
1010448,5,6,0,5,3,2,0.5,0.5
1010449,2,1,1,4,2,3,0.5,2
1010451,2,3,0.5,0.5,0,0,2,6
1010452,0,0,2,6,2,2,0.5,0.5
1010453,2,4,0.5,0,0.5,3,1,2
1010454,1,2,1,3,2,2,0.5,0.5
1010455,2,0.5,0,0,0.5,0.5,0.5,0.5
1010456,2,3,0,2,1,2,3,3
1010457,1,2,0,0,3,4,3,3
1010458,3,5,0.5,1,2,3,2,2
1010459,3,4,0,0,0,0,1,2
1010460,1,1,2,2,3,3,0,0
1010461,3,5,0,0,1,2,2,3
1010462,3,2,2,2,1,1,2,2
1010463,2,3,0,0,0,0,0.5,0.5
1010464,2,3,0,0,0.5,0.5,0.5,0
1010465,2,3,4,4,3,4,2,3
1010466,0,1,0,0.5,0.5,1,1,2
1010467,1,2,0,0,0.5,0.5,0.5,1
1010468,2,3,0,3,2,3,3,3
1010469,2,2,2,3,1,0.5,0.5,0.5
1010470,0.5,0.5,0.5,1,0,0,2,3
1010471,3,5,1,3,1,5,1,2
1010474,1,1,0,0,1,0.5,0,0
1010475,2,2,0.5,1,3,4,3,7
1010476,0,0,4,7,0,0,0,0
1010477,1,2,0,0,1,2,1,2
1010479,6,7,1,1,0,0,2,5
1010480,4,7,1,4,3,5,0.5,2
1010481,4,3,3,5,1,1,7,4
1010482,0.5,0.5,2,2,0.5,0.5,1,1
1010483,3,3,2,3,1,2,2,2
1010484,1,2,0.5,1,0.5,1,1,1
1010485,3,4,2,5,2,4,2,4
1010486,2,4,2,2,7,7,0,0
1010487,4,5,2,3,1,1,1,1
1010488,2,2,6,7,6,7,3,4
1010489,0.5,0.5,5,6,3,5,1,2
1010490,0.5,1,2,1,1,3,3,6
1010491,0.5,0.5,0,0,4,0.5,2,2
1010492,0.5,0.5,2,3,6,6,7,7
1010493,2,4,2,4,1,2,3,7
1010494,1,2,1,4,1,1,1,1
1010496,1,0.5,3,3,1,0.5,0.5,0.5
1010497,0.5,2,0,0,2,3,1,1
1010498,3,7,0,7,2,3,0.5,0
1010499,3,4,1,0,0.5,1,2,4
1010500,1,2,0.5,1,1,0.5,0.5,0.5
1010501,0,6,2,4,0.5,0.5,6,6
1010502,3,4,2,4,2,1,1,1
1010503,3,4,0,1,3,5,0.5,1
1010504,3,5,2,5,4,7,7,7
1010505,0.5,1,3,1,2,3,1,0.5
1010506,0,0,5,7,6,7,6,7
1010507,2,2,0.5,2,2,4,0,0
1010508,1,2,0,0,0,0,5,7
1010509,1,2,0.5,3,1,3,0,0
1010510,4,2,3,4,1,1,4,3
1010511,0.5,0.5,1,1,0,0,1,2
1010512,3,5,0,0,0,0,0.5,0
1010513,0,2,3,3,1,0.5,1,1
1010514,1,2,3,6,1,2,0,0
1010515,3,6,2,7,3,4,5,4
1010516,3,4,2,4,0,0,3,6
1010517,2,3,4,5,0,0,3,4
1010518,3,6,3,4,0.5,2,2,2
1010519,4,5,2,4,3,4,2,4
1010520,0.5,1,1,2,2,2,0.5,0.5
1010521,2,2,3,4,1,1,2,3
1010522,1,2,0.5,3,0,0,3,3
1010523,3,5,3,6,2,5,4,5
1010524,4,7,2,7,0.5,1,5,7
1010525,4,7,4,7,2,4,0.5,0.5
1010526,2,5,4,7,7,7,4,5
1010527,1,3,1,2,2,1,2,2
1010528,2,3,0.5,0.5,1,1,1,1
1010529,1,1,3,3,1,1,2,3
1010530,0.5,2,0,0,1,2,7,7
1010531,3,4,0,0,0,0,1,1
1010532,1,2,0,1,1,0.5,0.5,0.5
1010533,4,5,2,3,1,1,1,2
1010534,1,1,0.5,2,1,3,1,2
1010535,1,2,1,3,1,2,1,1
1010536,1,2,0,0,2,0.5,0.5,1
1010538,7,7,2,3,0.5,0.5,2,0.5
1010539,2,2,1,1,0.5,0.5,1,1
1010540,1,2,0,0,1,1,3,3
1010541,4,7,7,7,2,2,4,6
1010542,2,1,1,2,0.5,1,1,2
1010543,0.5,0.5,0,1,2,3,0.5,1
1010544,2,2,0,0,3,3,1,2
1010545,5,7,3,5,1,1,4,4
1010546,1,2,3,5,1,3,0.5,1
1010548,1,3,1,4,1,2,7,7
1010549,1,2,1,1,1,2,0.5,0.5
1010550,1,3,2,7,4,6,4,5
1010551,4,5,0.5,1,2,4,3,4
1010552,0.5,0.5,1,2,0,0,0.5,0.5
1010553,1,0,2,7,2,6,1,1
1010554,3,2,1,3,0.5,0,6,5
1010555,1,2,0,0.5,1,3,0.5,1
1010556,1,2,2,4,3,5,1,2
1010557,3,4,3,5,6,7,7,7
1010558,0.5,3,3,5,4,3,2,3
1010559,4,6,1,0.5,0.5,0,4,5
1010560,4,5,2,4,2,1,3,3
1010561,1,2,1,1,0.5,1,1,1
1010562,1,0.5,0.5,0.5,0.5,1,1,1
1010563,2,4,0.5,1,0,0.5,1,1
1010564,0.5,1,2,3,1,2,2,3
1010565,0.5,1,0.5,1,1,1,0.5,1
1010566,2,2,0,0,0.5,0.5,2,3
1010567,1,3,0.5,2,0,0.5,0.5,2
1010568,1,3,6,7,4,5,1,2
1010569,2,2,0.5,0.5,0,0,4,3
1010570,3,5,2,3,1,2,4,6
1010571,0.5,7,3,5,3,5,0.5,0.5
1010572,5,6,3,5,4,5,1,2
1010573,2,4,0,1,0,0,2,3
1010574,3,5,1,2,1,2,1,2
1010575,2,3,0,0,1,1,3,0.5
1010576,2,4,0,0,1,3,2,4
1010577,1,2,0.5,1,0.5,1,5,7
1010578,0,0,0,0,1,1,0,0.5
1010579,1,2,0,0,3,4,1,1
1010580,1,1,1,7,0.5,1,1,1
1010581,1,1,0.5,2,0,0,2,2
1010582,0.5,3,0,3,1,1,1,2
1010583,2,3,1,1,2,3,2,2
1010584,2,2,0,0,1,2,3,4
1010585,4,6,2,4,1,0,2,2
1010586,4,5,7,7,7,7,0.5,1
1010587,2,3,0,0,1,2,1,2
1010588,2,4,0,0.5,2,1,0.5,0.5
1010589,4,6,2,4,1,1,2,2
1010590,2,5,0,1,0.5,1,3,6
1010591,3,5,0.5,2,0,0,7,7
1010592,2,3,0,0.5,0,0.5,4,5
1010593,2,5,0,0,0.5,0,7,7
1010594,3,4,0,1,1,2,5,5
1010595,0,1,3,5,1,2,0.5,0.5
1010596,2,3,3,7,2,3,0,0
1010597,0,1,0,0,4,6,1,2
1010598,1,1,1,2,0,0.5,1,2
1010599,0.5,3,0,2,0,0,3,7
1010600,2,3,1,2,0.5,0.5,0.5,0.5
1010601,1,2,0.5,0.5,0.5,0.5,0.5,0.5
1010602,4,6,0,0,5,2,0,0
1010603,3,2,0.5,5,2,3,3,4
1010604,1,2,2,4,2,1,0.5,0.5
1010605,4,5,2,3,5,6,2,4
1010606,0,0,1,0.5,0,0,0.5,2
1010607,4,5,0,0,5,6,7,7
1010608,2,3,0,0,4,5,2,2
1010609,0.5,1,0,0.5,3,3,1,2
1010610,2,3,0,0,2,3,1,1
1010611,1,3,0,0,3,4,5,6
1010612,7,7,1,4,7,7,7,7
1010613,4,5,1,2,4,3,0.5,1
1010614,5,5,0,0,3,2,3,4
1010615,2,3,0,0,0.5,0,6,7
1010616,3,5,1,4,2,4,0.5,1
1010617,3,3,0,0,0.5,0.5,0,0
1010618,4,4,0,0,0.5,0.5,7,7
1010619,1,7,0,0,1,1,6,7
1010620,4,5,0.5,0.5,7,5,4,4
1010621,2,3,0,0,2,3,2,2
1010622,3,4,0.5,3,7,7,4,7
1010623,3,6,0,2,5,4,6,6
1010624,5,2,0,0.5,1,0.5,0,0
1010625,2,3,0,0,0.5,1,7,7
1010626,2,4,0,0,1,2,3,4
1010627,3,6,0,0,1,2,1,3
1010628,1,2,0,0,1,3,0,0
1010629,0,1,0,0,3,0.5,1,2
1010630,1,1,0,0,2,4,4,3
1010631,1,3,0,0,1,1,2,3
1010632,2,4,0,0,0.5,1,0.5,1
1010633,3,5,0,0,0.5,2,0.5,1
1010634,0.5,0,0,0,0,0.5,0,0
1010635,1,2,0,0,0,0,6,7
1010636,1,1,0,0,7,7,1,1
1010637,1,5,0.5,2,0.5,4,3,4
1010638,3,6,1,2,3,5,2,6
1010639,3,3,0,0,3,1,4,2
1010640,3,6,0,0,1,0.5,7,7
1010641,0.5,0.5,0,0,0,0,7,7
1010642,2,5,0,0,6,4,4,2
1010643,1,2,0,0,4,6,3,2
1010644,2,5,0,0,2,4,3,3
1010645,3,6,0.5,0.5,0.5,0.5,0.5,0.5
1010647,1,3,0,0,1,2,1,2
1010648,1,3,0,0.5,0.5,0.5,2,4
1010649,0.5,5,0,0,3,2,5,0.5
1010650,4,7,0,0.5,1,2,0,0.5
1010651,1,4,0,0,4,2,1,0
1010652,3,5,0,0,3,5,0,0
1010653,1,4,1,3,5,7,4,7
1010654,3,3,0,0.5,4,5,6,7
1010655,2,3,0,0,3,5,7,7
1010656,2,3,0,0,2,2,4,6
1010657,0,1,0,0,0,0.5,3,6
1010658,7,4,0,0.5,5,3,7,7
1010659,2,3,1,2,3,4,3,3
1010661,5,7,0,0,2,4,5,5
1010662,0.5,3,0,0,3,4,1,1
1010663,2,0.5,0,0.5,0.5,0,0.5,0
1010664,5,7,0,0,4,5,7,7
1010665,5,6,0,0,4,5,4,5
1010666,1,3,0,0.5,2,1,2,4
1010667,6,7,0.5,1,4,5,0.5,2
1010668,0.5,4,0,0,1,1,4,4
1010669,1,4,0,1,2,3,7,7
1010670,0,0.5,0,0,0,0.5,2,2
1010671,3,2,0,0,1,0,3,3
1010672,1,2,0,0,0,0,4,4
1010673,4,4,0,0,0.5,0,4,4
1010674,3,4,0,0,1,1,2,3
1010675,0,1,0.5,0,4,2,1,3
1010676,3,3,0,0,2,3,3,4
1010677,4,2,0.5,0,4,3,2,2
1010678,5,7,0.5,2,1,2,0.5,1
1010679,3,5,0.5,0,0.5,1,0.5,2
1010680,7,7,1,2,0.5,1,7,7
1010681,0.5,2,0,0,0,0,0.5,0.5
1010682,0,3,0,0,4,4,7,7
1010683,3,0.5,0,0,3,4,3,5
1010684,4,2,0.5,0,5,6,5,6
1010686,2,4,0,1,3,4,2,4
1010687,2,2,0,0,0.5,0,1,1
1010688,2,4,0,0,2,1,2,6
1010689,7,5,0,0.5,7,7,7,7
1010690,5,6,0,0,0,0,7,7
1010691,5,7,0,0,0,0,5,6
1010692,2,0.5,0,0,1,2,7,7
1010693,2,3,0,0,0,0,3,4
1010694,1,3,0,0,1,2,2,3
1010695,4,6,1,2,3,4,3,4
1010696,2,4,0,0.5,4,6,2,1
1010697,5,6,0,0,0.5,0,6,6
1010698,1,1,0,0,1,0.5,3,4
1010699,4,5,1,2,2,4,3,5
1010700,4,7,0,0,2,4,5,6
1010701,2,3,0.5,1,2,2,0,0
1010702,4,4,0,0,2,3,2,2
1010703,3,4,0,0,0.5,0.5,0.5,0.5
1010704,0.5,0.5,0,0.5,4,5,2,3
1010705,0.5,0.5,0,0,0,0,3,5
1010706,6,4,0,0,0,0,7,6
1010707,2,3,0,0,1,3,3,4
1010708,2,3,0,0,2,3,3,3
1010710,4,6,0,0,2,4,1,2
1010711,0,0.5,0,0,7,7,7,7
1010712,3,1,0,0,0.5,0.5,4,4
1010713,1,2,0,0,1,2,1,1
1010714,3,5,0,0.5,0,2,3,5
1010715,2,3,1,2,1,2,2,2
1010716,3,4,0,0,0.5,0.5,7,7
1010717,0,3,0,0,2,0,0,0
1010718,7,6,0,0,5,0,7,7
1010719,2,4,0,0,1,3,1,2
1010720,0.5,2,0,0.5,1,2,0.5,1
1010721,2,4,0,0,0.5,0,7,7
1010722,0,2,0,0,1,3,3,5
1010724,1,1,0,0,2,2,0,0
1010725,1,1,0,0,3,3,3,3
1010726,2,4,0,0,0,0,4,4
1010727,1,3,0.5,0.5,2,3,3,5
1010728,4,4,0,0,0,0,2,2
1010729,4,4,0,0,2,2,4,5
1010730,2,4,0,0,0.5,1,2,2
1010731,5,4,0,0,0.5,0,2,3
1010732,4,3,2,1,2,3,7,7
1010733,1,3,0,0,1,2,3,5
1010734,6,7,0,0,7,7,1,2
1010735,1,2,0,0,2,3,1,2
1010736,1,0.5,0,0,0.5,0.5,1,1
1010737,4,1,0,0.5,4,3,2,1
1010738,4,4,0,0,0,0,5,6
1010739,3,4,0,0,1,2,2,3
1010740,2,3,0,0,3,6,7,7
1010741,2,2,1,1,0.5,1,3,3
1010742,2,2,0,0,1,1,4,4
1010743,4,6,0,0,3,4,6,7
1010744,1,3,1,2,1,2,2,4
1010745,4,5,0,0,0,0,3,7
1010746,3,0,1,0.5,2,1,7,7
1010747,3,4,0,0,2,3,1,2
1010748,3,4,0,0.5,0.5,1,3,3
1010749,3,4,0,0.5,0,0,4,5
1010750,3,5,0,0,3,2,4,5
1010751,2,4,0,0,1,2,3,4
1010752,3,5,0.5,0,2,3,7,7
1010753,4,7,0,0,0.5,1,2,3
1010754,4,6,1,3,0.5,2,1,1
1010755,2,3,0,0,1,0.5,2,1
1010756,3,4,0,0,1,3,4,5
1010757,5,6,0,0,1,0.5,6,7
1010758,3,4,3,4,0,0,3,4
1010759,4,2,0,0,2,3,4,3
1010760,4,7,0,0,2,2,7,7
1010761,3,4,0,0.5,1,2,5,7
1010762,3,1,0.5,0.5,0.5,1,4,4
1010763,2,3,0,4,1,2,7,5
1010764,1,1,0,0,0,0,3,3
1010765,0.5,1,0,0,0,0,2,1
1010766,1,1,0,1,0,0,5,7
1010767,3,5,2,3,0.5,0.5,0.5,0.5
1010768,2,3,0,0,2,3,1,2
1010769,1,0,0,0,0.5,0.5,7,7
1010770,2,3,0,0,3,4,6,6
1010771,3,5,1,1,1,1,3,3
1010772,2,0.5,0,0,1,1,5,7
1010773,0.5,2,0,0,0.5,0,0.5,1
1010774,5,4,0,0,1,1,5,5
1010775,6,7,0,0,1,1,7,7
1010776,4,6,0,3,1,2,3,4
